BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#14'
	and p_type not like 'LARGE PLATED%'
	and p_size in (9, 24, 27, 12, 29, 21, 8, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#12   | LARGE POLISHED NICKEL     |      9 |          556
 Brand#21   | SMALL BURNISHED STEEL     |     21 |          556
 Brand#23   | MEDIUM BRUSHED COPPER     |     29 |          556
 Brand#24   | LARGE BRUSHED COPPER      |     24 |          556
 Brand#32   | MEDIUM POLISHED BRASS     |     48 |          556
 Brand#35   | SMALL POLISHED NICKEL     |     48 |          556
 Brand#22   | MEDIUM POLISHED STEEL     |     27 |          555
 Brand#32   | PROMO PLATED NICKEL       |     24 |          555
 Brand#41   | LARGE POLISHED STEEL      |     12 |          555
 Brand#15   | MEDIUM PLATED NICKEL      |     24 |          552
 Brand#34   | ECONOMY BRUSHED COPPER    |     29 |          552
 Brand#34   | ECONOMY BURNISHED COPPER  |      9 |          552
 Brand#34   | PROMO ANODIZED STEEL      |     21 |          552
 Brand#45   | SMALL ANODIZED COPPER     |     12 |          552
 Brand#54   | SMALL POLISHED TIN        |     29 |          552
 Brand#11   | PROMO BURNISHED COPPER    |     12 |          551
 Brand#41   | PROMO BRUSHED COPPER      |      9 |          550
 Brand#13   | LARGE BRUSHED BRASS       |      9 |          548
 Brand#13   | SMALL BURNISHED NICKEL    |      8 |          548
 Brand#21   | SMALL BURNISHED NICKEL    |     12 |          548
 Brand#24   | ECONOMY BRUSHED BRASS     |     21 |          548
 Brand#24   | MEDIUM BURNISHED TIN      |     21 |          548
 Brand#25   | SMALL BRUSHED TIN         |      9 |          548
 Brand#31   | STANDARD PLATED COPPER    |     27 |          548
 Brand#34   | MEDIUM BRUSHED COPPER     |      9 |          548
 Brand#41   | ECONOMY BURNISHED TIN     |     27 |          548
 Brand#41   | MEDIUM POLISHED BRASS     |     29 |          548
 Brand#41   | SMALL BURNISHED COPPER    |      9 |          548
 Brand#45   | ECONOMY BURNISHED BRASS   |      8 |          548
 Brand#45   | LARGE POLISHED NICKEL     |     27 |          548
 Brand#52   | STANDARD PLATED NICKEL    |      9 |          548
 Brand#55   | PROMO ANODIZED NICKEL     |     29 |          548
 Brand#13   | MEDIUM PLATED BRASS       |      9 |          547
 Brand#22   | ECONOMY POLISHED BRASS    |     21 |          547
 Brand#32   | LARGE POLISHED NICKEL     |     27 |          547
 Brand#32   | PROMO PLATED NICKEL       |     21 |          547
 Brand#34   | PROMO PLATED BRASS        |     27 |          547
 Brand#44   | PROMO BRUSHED NICKEL      |      9 |          547
 Brand#54   | PROMO ANODIZED TIN        |     27 |          547
 Brand#55   | PROMO BRUSHED BRASS       |     48 |          547
 Brand#43   | ECONOMY ANODIZED BRASS    |     24 |          546
 Brand#11   | ECONOMY PLATED TIN        |     48 |          544
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |          544
 Brand#24   | MEDIUM BRUSHED BRASS      |     21 |          544
 Brand#25   | LARGE BRUSHED BRASS       |      9 |          544
 Brand#25   | PROMO POLISHED TIN        |      8 |          544
 Brand#32   | STANDARD ANODIZED STEEL   |     21 |          544
 Brand#33   | ECONOMY PLATED BRASS      |      8 |          544
 Brand#33   | MEDIUM BRUSHED TIN        |     12 |          544
 Brand#43   | STANDARD PLATED COPPER    |     27 |          544
 Brand#12   | LARGE POLISHED COPPER     |     27 |          543
 Brand#13   | ECONOMY POLISHED NICKEL   |     24 |          543
 Brand#15   | LARGE BRUSHED COPPER      |      8 |          543
 Brand#15   | PROMO ANODIZED NICKEL     |     29 |          543
 Brand#24   | MEDIUM BRUSHED BRASS      |     29 |          543
 Brand#44   | STANDARD BURNISHED NICKEL |     27 |          543
 Brand#11   | MEDIUM ANODIZED COPPER    |     12 |          540
 Brand#13   | LARGE ANODIZED STEEL      |     12 |          540
 Brand#21   | MEDIUM ANODIZED COPPER    |     48 |          540
 Brand#21   | PROMO PLATED TIN          |     24 |          540
 Brand#25   | ECONOMY POLISHED STEEL    |     27 |          540
 Brand#25   | STANDARD BRUSHED COPPER   |      8 |          540
 Brand#25   | STANDARD PLATED NICKEL    |      8 |          540
 Brand#31   | PROMO PLATED STEEL        |     27 |          540
 Brand#32   | LARGE POLISHED STEEL      |     48 |          540
 Brand#35   | MEDIUM PLATED COPPER      |      8 |          540
 Brand#41   | SMALL BRUSHED TIN         |      8 |          540
 Brand#42   | LARGE BRUSHED NICKEL      |      9 |          540
 Brand#42   | SMALL ANODIZED COPPER     |     29 |          540
 Brand#43   | PROMO BRUSHED STEEL       |     29 |          540
 Brand#45   | ECONOMY BRUSHED NICKEL    |     12 |          540
 Brand#51   | ECONOMY BRUSHED TIN       |     24 |          540
 Brand#51   | ECONOMY PLATED BRASS      |     21 |          540
 Brand#51   | PROMO ANODIZED COPPER     |     27 |          540
 Brand#52   | STANDARD BURNISHED STEEL  |     27 |          540
 Brand#55   | ECONOMY PLATED TIN        |      8 |          540
 Brand#11   | STANDARD BURNISHED TIN    |      8 |          539
 Brand#23   | SMALL ANODIZED NICKEL     |     29 |          539
 Brand#32   | ECONOMY PLATED BRASS      |     27 |          539
 Brand#32   | SMALL POLISHED BRASS      |     24 |          539
 Brand#43   | PROMO PLATED BRASS        |      9 |          539
 Brand#44   | MEDIUM POLISHED NICKEL    |      8 |          539
 Brand#52   | LARGE BURNISHED BRASS     |      8 |          539
 Brand#12   | SMALL BRUSHED NICKEL      |     48 |          538
 Brand#55   | SMALL BRUSHED STEEL       |     24 |          538
 Brand#12   | LARGE BURNISHED BRASS     |     12 |          536
 Brand#13   | SMALL BURNISHED BRASS     |     27 |          536
 Brand#15   | ECONOMY ANODIZED BRASS    |     29 |          536
 Brand#15   | PROMO PLATED STEEL        |      8 |          536
 Brand#22   | SMALL BRUSHED STEEL       |     48 |          536
 Brand#23   | MEDIUM ANODIZED BRASS     |      9 |          536
 Brand#24   | PROMO ANODIZED BRASS      |     27 |          536
 Brand#25   | MEDIUM BURNISHED STEEL    |      9 |          536
 Brand#25   | MEDIUM PLATED NICKEL      |      9 |          536
 Brand#31   | PROMO POLISHED NICKEL     |      9 |          536
 Brand#32   | SMALL ANODIZED STEEL      |     27 |          536
 Brand#33   | ECONOMY BRUSHED NICKEL    |     21 |          536
 Brand#33   | ECONOMY PLATED COPPER     |     27 |          536
 Brand#34   | ECONOMY PLATED BRASS      |     48 |          536
 Brand#42   | SMALL BRUSHED COPPER      |     12 |          536
 Brand#42   | STANDARD BURNISHED TIN    |     29 |          536
 Brand#44   | PROMO POLISHED TIN        |     48 |          536
 Brand#44   | SMALL PLATED NICKEL       |     21 |          536
 Brand#45   | MEDIUM ANODIZED COPPER    |     27 |          536
 Brand#45   | MEDIUM BRUSHED NICKEL     |     29 |          536
 Brand#45   | STANDARD BURNISHED COPPER |      9 |          536
 Brand#51   | STANDARD POLISHED TIN     |      9 |          536
 Brand#52   | MEDIUM BURNISHED BRASS    |     24 |          536
 Brand#52   | MEDIUM PLATED STEEL       |     24 |          536
 Brand#53   | MEDIUM ANODIZED BRASS     |     24 |          536
 Brand#54   | PROMO ANODIZED NICKEL     |      9 |          536
 Brand#55   | PROMO BRUSHED STEEL       |      9 |          536
 Brand#15   | ECONOMY POLISHED STEEL    |      8 |          535
 Brand#15   | SMALL BRUSHED STEEL       |     29 |          535
 Brand#15   | STANDARD ANODIZED TIN     |     24 |          535
 Brand#21   | STANDARD ANODIZED BRASS   |     21 |          535
 Brand#22   | LARGE BURNISHED COPPER    |     29 |          535
 Brand#24   | PROMO PLATED NICKEL       |      9 |          535
 Brand#35   | ECONOMY PLATED STEEL      |     12 |          535
 Brand#35   | STANDARD BURNISHED STEEL  |     48 |          535
 Brand#45   | ECONOMY PLATED TIN        |      9 |          535
 Brand#51   | PROMO POLISHED COPPER     |     27 |          535
 Brand#52   | STANDARD BRUSHED NICKEL   |     21 |          535
 Brand#55   | SMALL PLATED TIN          |     48 |          535
 Brand#55   | STANDARD ANODIZED BRASS   |     24 |          535
 Brand#42   | PROMO BRUSHED TIN         |      8 |          534
 Brand#12   | PROMO POLISHED BRASS      |     21 |          532
 Brand#15   | MEDIUM BRUSHED STEEL      |     27 |          532
 Brand#15   | MEDIUM POLISHED TIN       |      9 |          532
 Brand#15   | PROMO POLISHED NICKEL     |     48 |          532
 Brand#21   | ECONOMY BURNISHED NICKEL  |      9 |          532
 Brand#21   | ECONOMY POLISHED BRASS    |     29 |          532
 Brand#21   | PROMO POLISHED NICKEL     |     48 |          532
 Brand#21   | STANDARD POLISHED BRASS   |     24 |          532
 Brand#22   | LARGE ANODIZED STEEL      |     27 |          532
 Brand#22   | LARGE POLISHED NICKEL     |      9 |          532
 Brand#22   | SMALL ANODIZED NICKEL     |     48 |          532
 Brand#22   | SMALL BURNISHED STEEL     |     24 |          532
 Brand#23   | ECONOMY PLATED BRASS      |     12 |          532
 Brand#25   | ECONOMY BRUSHED BRASS     |     12 |          532
 Brand#25   | PROMO BURNISHED STEEL     |     29 |          532
 Brand#33   | STANDARD ANODIZED COPPER  |     12 |          532
 Brand#35   | ECONOMY BURNISHED TIN     |     12 |          532
 Brand#35   | ECONOMY PLATED STEEL      |     27 |          532
 Brand#35   | MEDIUM ANODIZED COPPER    |     48 |          532
 Brand#35   | MEDIUM POLISHED COPPER    |     12 |          532
 Brand#35   | PROMO ANODIZED COPPER     |     27 |          532
 Brand#41   | MEDIUM BURNISHED NICKEL   |     48 |          532
 Brand#41   | STANDARD BRUSHED NICKEL   |     48 |          532
 Brand#42   | LARGE ANODIZED STEEL      |     29 |          532
 Brand#42   | STANDARD POLISHED BRASS   |     12 |          532
 Brand#42   | STANDARD POLISHED NICKEL  |      9 |          532
 Brand#43   | PROMO PLATED COPPER       |      9 |          532
 Brand#43   | SMALL POLISHED BRASS      |     29 |          532
 Brand#44   | LARGE ANODIZED BRASS      |     27 |          532
 Brand#44   | STANDARD ANODIZED COPPER  |     48 |          532
 Brand#45   | MEDIUM BURNISHED COPPER   |      9 |          532
 Brand#45   | MEDIUM BURNISHED TIN      |     48 |          532
 Brand#51   | PROMO BRUSHED NICKEL      |      8 |          532
 Brand#51   | SMALL POLISHED COPPER     |     27 |          532
 Brand#52   | MEDIUM PLATED COPPER      |      9 |          532
 Brand#52   | STANDARD BRUSHED COPPER   |      8 |          532
 Brand#53   | LARGE POLISHED TIN        |      9 |          532
 Brand#55   | STANDARD POLISHED COPPER  |     21 |          532
 Brand#11   | MEDIUM BURNISHED NICKEL   |     48 |          531
 Brand#12   | MEDIUM BRUSHED COPPER     |     24 |          531
 Brand#13   | SMALL BURNISHED BRASS     |     48 |          531
 Brand#13   | SMALL PLATED BRASS        |     48 |          531
 Brand#22   | STANDARD BURNISHED NICKEL |     48 |          531
 Brand#23   | LARGE BURNISHED NICKEL    |     21 |          531
 Brand#24   | STANDARD ANODIZED BRASS   |      9 |          531
 Brand#25   | LARGE POLISHED COPPER     |      8 |          531
 Brand#31   | PROMO ANODIZED STEEL      |     27 |          531
 Brand#31   | PROMO BURNISHED BRASS     |     24 |          531
 Brand#33   | STANDARD ANODIZED COPPER  |      8 |          531
 Brand#42   | SMALL PLATED BRASS        |     27 |          531
 Brand#43   | ECONOMY BURNISHED STEEL   |     29 |          531
 Brand#53   | STANDARD PLATED TIN       |      9 |          531
 Brand#13   | PROMO BRUSHED COPPER      |     12 |          530
 Brand#42   | ECONOMY BRUSHED BRASS     |      8 |          530
 Brand#51   | ECONOMY ANODIZED STEEL    |      9 |          530
 Brand#13   | MEDIUM BRUSHED TIN        |     24 |          528
 Brand#15   | ECONOMY PLATED STEEL      |     12 |          528
 Brand#15   | PROMO PLATED STEEL        |      9 |          528
 Brand#21   | ECONOMY BURNISHED BRASS   |     48 |          528
 Brand#21   | STANDARD PLATED BRASS     |      9 |          528
 Brand#22   | STANDARD BRUSHED BRASS    |      8 |          528
 Brand#22   | STANDARD PLATED NICKEL    |     21 |          528
 Brand#23   | MEDIUM BRUSHED TIN        |     48 |          528
 Brand#23   | SMALL ANODIZED STEEL      |      9 |          528
 Brand#24   | ECONOMY PLATED STEEL      |     24 |          528
 Brand#24   | LARGE BRUSHED TIN         |     24 |          528
 Brand#24   | LARGE POLISHED STEEL      |     12 |          528
 Brand#24   | MEDIUM ANODIZED BRASS     |     48 |          528
 Brand#24   | SMALL BURNISHED BRASS     |     29 |          528
 Brand#25   | SMALL BRUSHED NICKEL      |     21 |          528
 Brand#31   | LARGE BRUSHED TIN         |     29 |          528
 Brand#31   | PROMO BRUSHED TIN         |      9 |          528
 Brand#32   | ECONOMY PLATED BRASS      |     29 |          528
 Brand#32   | ECONOMY PLATED COPPER     |     27 |          528
 Brand#32   | LARGE BRUSHED TIN         |      8 |          528
 Brand#32   | MEDIUM BRUSHED BRASS      |     29 |          528
 Brand#33   | ECONOMY ANODIZED STEEL    |     24 |          528
 Brand#33   | ECONOMY BURNISHED COPPER  |     48 |          528
 Brand#33   | PROMO ANODIZED NICKEL     |     24 |          528
 Brand#33   | SMALL PLATED TIN          |     24 |          528
 Brand#33   | STANDARD POLISHED BRASS   |      8 |          528
 Brand#34   | LARGE BURNISHED NICKEL    |     48 |          528
 Brand#34   | MEDIUM BURNISHED NICKEL   |      8 |          528
 Brand#35   | ECONOMY ANODIZED COPPER   |      9 |          528
 Brand#35   | PROMO POLISHED BRASS      |      8 |          528
 Brand#35   | SMALL ANODIZED BRASS      |     48 |          528
 Brand#35   | SMALL BRUSHED BRASS       |     12 |          528
 Brand#35   | SMALL BRUSHED NICKEL      |      8 |          528
 Brand#35   | STANDARD BURNISHED COPPER |      8 |          528
 Brand#41   | MEDIUM POLISHED TIN       |     48 |          528
 Brand#41   | SMALL BRUSHED BRASS       |      8 |          528
 Brand#42   | LARGE ANODIZED STEEL      |      8 |          528
 Brand#43   | ECONOMY BURNISHED NICKEL  |     27 |          528
 Brand#43   | ECONOMY BURNISHED TIN     |      8 |          528
 Brand#44   | ECONOMY BURNISHED TIN     |      9 |          528
 Brand#44   | SMALL POLISHED NICKEL     |     24 |          528
 Brand#44   | STANDARD PLATED TIN       |     12 |          528
 Brand#51   | ECONOMY BURNISHED BRASS   |     29 |          528
 Brand#51   | LARGE POLISHED NICKEL     |      8 |          528
 Brand#53   | LARGE ANODIZED STEEL      |     48 |          528
 Brand#53   | SMALL BURNISHED STEEL     |      9 |          528
 Brand#55   | ECONOMY ANODIZED NICKEL   |     12 |          528
 Brand#55   | ECONOMY BRUSHED TIN       |     27 |          528
 Brand#55   | SMALL BURNISHED COPPER    |     27 |          528
 Brand#11   | ECONOMY PLATED STEEL      |     27 |          527
 Brand#13   | MEDIUM ANODIZED TIN       |     21 |          527
 Brand#15   | LARGE BURNISHED STEEL     |     29 |          527
 Brand#21   | PROMO POLISHED TIN        |      9 |          527
 Brand#31   | ECONOMY BRUSHED BRASS     |     29 |          527
 Brand#31   | STANDARD POLISHED NICKEL  |     12 |          527
 Brand#32   | MEDIUM ANODIZED NICKEL    |     29 |          527
 Brand#34   | MEDIUM POLISHED STEEL     |      9 |          527
 Brand#41   | MEDIUM PLATED BRASS       |     48 |          527
 Brand#43   | ECONOMY PLATED TIN        |     24 |          527
 Brand#43   | SMALL ANODIZED TIN        |     29 |          527
 Brand#43   | STANDARD BRUSHED BRASS    |     12 |          527
 Brand#51   | STANDARD PLATED COPPER    |     24 |          527
 Brand#53   | LARGE ANODIZED BRASS      |     24 |          527
 Brand#53   | LARGE ANODIZED TIN        |     29 |          527
 Brand#54   | STANDARD BURNISHED STEEL  |      8 |          527
 Brand#55   | ECONOMY POLISHED BRASS    |      9 |          527
 Brand#34   | ECONOMY PLATED STEEL      |     27 |          526
 Brand#34   | STANDARD ANODIZED TIN     |      9 |          526
 Brand#11   | LARGE POLISHED BRASS      |     21 |          524
 Brand#13   | LARGE POLISHED TIN        |     27 |          524
 Brand#13   | MEDIUM ANODIZED NICKEL    |     24 |          524
 Brand#13   | SMALL POLISHED TIN        |     48 |          524
 Brand#15   | MEDIUM POLISHED COPPER    |     29 |          524
 Brand#15   | PROMO BURNISHED COPPER    |     48 |          524
 Brand#15   | SMALL BURNISHED STEEL     |     24 |          524
 Brand#15   | SMALL PLATED BRASS        |     21 |          524
 Brand#21   | PROMO POLISHED STEEL      |      9 |          524
 Brand#21   | SMALL ANODIZED NICKEL     |     48 |          524
 Brand#23   | SMALL BURNISHED STEEL     |     21 |          524
 Brand#24   | ECONOMY BURNISHED COPPER  |      8 |          524
 Brand#31   | ECONOMY PLATED BRASS      |     48 |          524
 Brand#31   | ECONOMY PLATED STEEL      |     21 |          524
 Brand#31   | LARGE BURNISHED COPPER    |     21 |          524
 Brand#31   | PROMO ANODIZED STEEL      |     29 |          524
 Brand#34   | LARGE ANODIZED NICKEL     |     27 |          524
 Brand#35   | SMALL ANODIZED TIN        |     24 |          524
 Brand#35   | SMALL BRUSHED COPPER      |      9 |          524
 Brand#41   | MEDIUM BRUSHED COPPER     |      9 |          524
 Brand#41   | MEDIUM PLATED STEEL       |     12 |          524
 Brand#41   | PROMO POLISHED BRASS      |     27 |          524
 Brand#41   | STANDARD ANODIZED STEEL   |     27 |          524
 Brand#42   | SMALL PLATED STEEL        |     29 |          524
 Brand#42   | STANDARD BURNISHED TIN    |     12 |          524
 Brand#43   | SMALL POLISHED TIN        |     48 |          524
 Brand#44   | SMALL ANODIZED STEEL      |     24 |          524
 Brand#45   | MEDIUM PLATED BRASS       |     27 |          524
 Brand#45   | PROMO ANODIZED BRASS      |     12 |          524
 Brand#45   | PROMO ANODIZED NICKEL     |      8 |          524
 Brand#51   | SMALL ANODIZED COPPER     |     27 |          524
 Brand#52   | ECONOMY ANODIZED BRASS    |      8 |          524
 Brand#52   | ECONOMY BRUSHED NICKEL    |     21 |          524
 Brand#52   | LARGE POLISHED NICKEL     |     24 |          524
 Brand#53   | MEDIUM BURNISHED TIN      |      9 |          524
 Brand#53   | PROMO BURNISHED STEEL     |      8 |          524
 Brand#54   | PROMO PLATED NICKEL       |     12 |          524
 Brand#54   | STANDARD ANODIZED STEEL   |     12 |          524
 Brand#11   | MEDIUM BURNISHED TIN      |     29 |          523
 Brand#12   | PROMO ANODIZED STEEL      |     48 |          523
 Brand#13   | MEDIUM POLISHED BRASS     |     21 |          523
 Brand#21   | PROMO BURNISHED NICKEL    |     29 |          523
 Brand#22   | MEDIUM BURNISHED COPPER   |      9 |          523
 Brand#23   | STANDARD BRUSHED TIN      |     29 |          523
 Brand#23   | STANDARD POLISHED NICKEL  |      9 |          523
 Brand#24   | ECONOMY ANODIZED STEEL    |     24 |          523
 Brand#25   | LARGE BURNISHED STEEL     |     21 |          523
 Brand#33   | MEDIUM POLISHED BRASS     |     24 |          523
 Brand#34   | LARGE POLISHED NICKEL     |     48 |          523
 Brand#35   | ECONOMY BURNISHED STEEL   |     27 |          523
 Brand#41   | LARGE ANODIZED STEEL      |     29 |          523
 Brand#41   | SMALL BURNISHED COPPER    |     21 |          523
 Brand#42   | SMALL ANODIZED NICKEL     |     27 |          523
 Brand#44   | STANDARD PLATED TIN       |      9 |          523
 Brand#45   | MEDIUM ANODIZED STEEL     |      9 |          523
 Brand#45   | STANDARD PLATED COPPER    |     21 |          523
 Brand#51   | ECONOMY BURNISHED BRASS   |     48 |          523
 Brand#51   | PROMO ANODIZED STEEL      |     48 |          523
 Brand#52   | LARGE ANODIZED NICKEL     |     27 |          523
 Brand#52   | PROMO BRUSHED STEEL       |     27 |          523
 Brand#52   | SMALL BRUSHED STEEL       |     24 |          523
 Brand#53   | ECONOMY BRUSHED COPPER    |     24 |          523
 Brand#53   | ECONOMY PLATED STEEL      |     21 |          523
 Brand#53   | STANDARD BURNISHED TIN    |      8 |          523
 Brand#54   | PROMO PLATED TIN          |     29 |          523
 Brand#55   | STANDARD POLISHED BRASS   |     24 |          523
 Brand#55   | STANDARD POLISHED TIN     |     29 |          523
 Brand#12   | PROMO BRUSHED TIN         |     12 |          522
 Brand#21   | LARGE ANODIZED COPPER     |     21 |          522
 Brand#35   | PROMO PLATED COPPER       |     29 |          522
 Brand#41   | MEDIUM BRUSHED STEEL      |     27 |          522
 Brand#53   | SMALL POLISHED STEEL      |     24 |          522
 Brand#22   | PROMO PLATED STEEL        |     27 |          521
 Brand#11   | SMALL BRUSHED STEEL       |     29 |          520
 Brand#12   | ECONOMY PLATED COPPER     |     12 |          520
 Brand#12   | LARGE ANODIZED BRASS      |     27 |          520
 Brand#12   | MEDIUM BRUSHED STEEL      |      8 |          520
 Brand#12   | SMALL BURNISHED COPPER    |     48 |          520
 Brand#13   | ECONOMY ANODIZED TIN      |     29 |          520
 Brand#13   | PROMO PLATED BRASS        |     27 |          520
 Brand#13   | STANDARD ANODIZED COPPER  |     24 |          520
 Brand#15   | ECONOMY BRUSHED BRASS     |     48 |          520
 Brand#15   | LARGE POLISHED NICKEL     |     12 |          520
 Brand#15   | SMALL BURNISHED COPPER    |      9 |          520
 Brand#21   | SMALL BRUSHED BRASS       |     48 |          520
 Brand#22   | ECONOMY PLATED COPPER     |      8 |          520
 Brand#22   | ECONOMY PLATED TIN        |     12 |          520
 Brand#22   | PROMO PLATED STEEL        |     48 |          520
 Brand#23   | LARGE POLISHED COPPER     |     29 |          520
 Brand#23   | MEDIUM BRUSHED TIN        |     29 |          520
 Brand#23   | PROMO BRUSHED COPPER      |     48 |          520
 Brand#23   | PROMO POLISHED TIN        |     12 |          520
 Brand#23   | STANDARD BRUSHED NICKEL   |     29 |          520
 Brand#23   | STANDARD POLISHED BRASS   |     29 |          520
 Brand#24   | PROMO ANODIZED COPPER     |     21 |          520
 Brand#24   | PROMO POLISHED BRASS      |     12 |          520
 Brand#24   | SMALL ANODIZED TIN        |     27 |          520
 Brand#25   | PROMO POLISHED BRASS      |     27 |          520
 Brand#31   | LARGE ANODIZED NICKEL     |      8 |          520
 Brand#31   | MEDIUM BRUSHED BRASS      |      8 |          520
 Brand#31   | SMALL BURNISHED TIN       |     29 |          520
 Brand#31   | STANDARD BURNISHED STEEL  |     21 |          520
 Brand#32   | LARGE BRUSHED COPPER      |     24 |          520
 Brand#32   | LARGE BURNISHED TIN       |     24 |          520
 Brand#32   | SMALL BRUSHED COPPER      |     29 |          520
 Brand#33   | PROMO BRUSHED BRASS       |     29 |          520
 Brand#33   | PROMO BRUSHED STEEL       |     21 |          520
 Brand#34   | LARGE ANODIZED COPPER     |      9 |          520
 Brand#34   | LARGE BRUSHED COPPER      |     48 |          520
 Brand#34   | SMALL POLISHED NICKEL     |     21 |          520
 Brand#35   | ECONOMY ANODIZED TIN      |     12 |          520
 Brand#35   | LARGE ANODIZED BRASS      |      8 |          520
 Brand#35   | PROMO BURNISHED BRASS     |     21 |          520
 Brand#35   | STANDARD BURNISHED NICKEL |     12 |          520
 Brand#35   | STANDARD BURNISHED TIN    |     48 |          520
 Brand#35   | STANDARD POLISHED STEEL   |     12 |          520
 Brand#41   | ECONOMY BRUSHED STEEL     |      8 |          520
 Brand#41   | LARGE BURNISHED TIN       |      8 |          520
 Brand#43   | ECONOMY ANODIZED NICKEL   |      9 |          520
 Brand#43   | LARGE POLISHED STEEL      |      9 |          520
 Brand#43   | PROMO PLATED BRASS        |     29 |          520
 Brand#43   | SMALL ANODIZED BRASS      |     24 |          520
 Brand#43   | STANDARD ANODIZED TIN     |     29 |          520
 Brand#43   | STANDARD PLATED STEEL     |     29 |          520
 Brand#44   | MEDIUM BRUSHED TIN        |     29 |          520
 Brand#44   | SMALL BURNISHED BRASS     |      8 |          520
 Brand#45   | MEDIUM ANODIZED NICKEL    |     12 |          520
 Brand#45   | MEDIUM BURNISHED STEEL    |     27 |          520
 Brand#45   | PROMO BURNISHED STEEL     |     24 |          520
 Brand#52   | ECONOMY BURNISHED COPPER  |     27 |          520
 Brand#52   | MEDIUM ANODIZED NICKEL    |     48 |          520
 Brand#52   | STANDARD BURNISHED NICKEL |      9 |          520
 Brand#53   | ECONOMY ANODIZED STEEL    |     29 |          520
 Brand#53   | LARGE BRUSHED COPPER      |     29 |          520
 Brand#53   | SMALL BRUSHED COPPER      |     48 |          520
 Brand#54   | ECONOMY ANODIZED NICKEL   |     24 |          520
 Brand#54   | ECONOMY PLATED COPPER     |     21 |          520
 Brand#54   | SMALL POLISHED NICKEL     |     48 |          520
 Brand#54   | STANDARD PLATED STEEL     |     24 |          520
 Brand#55   | ECONOMY BRUSHED COPPER    |     24 |          520
 Brand#55   | SMALL BRUSHED COPPER      |     48 |          520
 Brand#55   | SMALL PLATED NICKEL       |     21 |          520
 Brand#11   | STANDARD BRUSHED BRASS    |      8 |          519
 Brand#12   | MEDIUM PLATED NICKEL      |     12 |          519
 Brand#12   | SMALL ANODIZED NICKEL     |      9 |          519
 Brand#12   | STANDARD PLATED STEEL     |      9 |          519
 Brand#15   | ECONOMY ANODIZED NICKEL   |     21 |          519
 Brand#15   | ECONOMY ANODIZED STEEL    |     29 |          519
 Brand#15   | MEDIUM PLATED TIN         |     21 |          519
 Brand#15   | PROMO BRUSHED NICKEL      |     24 |          519
 Brand#21   | ECONOMY ANODIZED BRASS    |      9 |          519
